price_changes.ProductID,price_changes.WeekKey,price_changes.Channel,price_changes.Country,price_changes.OSP,price_changes.previous_CSP,price_changes.CSP
1104b2fc,201524,Stores,A,13.358,13.358,11.67
1104b2fc,201524,Stores,B,12.683,12.683,11.332
1104b2fc,201531,Online,B,12.683,12.683,11.332
1104b2fc,201533,Stores,A,13.358,11.67,10.545
1104b2fc,201533,Stores,B,12.683,11.332,10.432
1104b2fc,201536,Online,B,12.683,11.332,12.683
1104b2fc,201537,Online,B,12.683,12.683,10.432
1104b2fc,201538,Online,B,12.683,10.432,12.683
1104b2fc,201539,Online,B,12.683,12.683,10.432
110d8460,201519,Stores,A,13.358,13.358,11.67
110d8460,201519,Stores,B,12.683,12.683,11.332
110d8460,201523,Stores,A,13.358,11.67,13.358
110d8460,201523,Stores,B,12.683,11.332,12.683
110d8460,201524,Online,B,12.683,12.683,11.332
110d8460,201524,Stores,A,13.358,13.358,11.67
110d8460,201524,Stores,B,12.683,12.683,11.332
110d8460,201533,Stores,A,13.358,11.67,10.545
110d8460,201533,Stores,B,12.683,11.332,10.432
110d8460,201535,Online,B,12.683,11.332,10.432
110e1664,201519,Stores,A,14.483,14.483,13.133
110e1664,201519,Stores,B,13.583,13.583,12.232
111d7a90,201607,Online,B,14.483,14.483,12.232
111d7a90,201607,Stores,A,15.833,15.833,12.908
111d7a90,201607,Stores,B,14.483,14.483,12.232
111ddae0,201512,Online,B,16.283,16.283,13.583
111ddae0,201512,Stores,A,18.084,18.084,14.609
111ddae0,201512,Stores,B,16.283,16.283,13.583
111ddae0,201519,Stores,A,18.084,14.609,11.715
111ddae0,201519,Stores,B,16.283,13.583,11.332
111ddae0,201523,Stores,A,18.084,11.715,13.452
111ddae0,201523,Stores,B,16.283,11.332,12.683
111ddae0,201524,Stores,A,18.084,13.452,11.715
111ddae0,201524,Stores,B,16.283,12.683,11.332
1121c245,201606,Online,B,16.733,16.733,13.583
11430072,201519,Stores,A,16.958,16.958,12.304
11430072,201523,Stores,A,16.958,12.304,14.631
11430072,201524,Stores,A,16.958,14.631,12.304
11430072,201546,Stores,A,16.958,12.304,10.563
1145adc2,201519,Stores,B,22.585,22.585,13.583
1145adc2,201521,Online,B,22.585,22.585,15.383
1145adc2,201524,Online,B,22.585,15.383,13.583
114bdc54,201552,Stores,A,13.358,13.358,11.67
114bdc54,201552,Stores,B,12.683,12.683,11.332
1165155e,201519,Online,B,21.234,21.234,16.733
1165155e,201523,Online,B,21.234,16.733,21.234
1165155e,201524,Online,B,21.234,21.234,16.733
1165155e,201546,Online,B,21.234,16.733,14.483
11660a96,201517,Stores,A,12.232,12.232,11.386
11660a96,201522,Online,B,11.782,11.782,11.107
116e2878,201519,Online,B,18.084,18.084,14.033
116e2878,201521,Online,B,18.084,14.033,13.133
118d3542,201519,Online,B,17.183,17.183,14.483
118d3542,201519,Stores,A,19.209,19.209,12.863
118d3542,201519,Stores,B,17.183,17.183,12.232
118d3542,201522,Online,B,17.183,14.483,12.232
118d3542,201523,Online,B,17.183,12.232,14.483
118d3542,201523,Stores,A,19.209,12.863,15.748
118d3542,201523,Stores,B,17.183,12.232,14.483
118d3542,201524,Stores,A,19.209,15.748,12.863
118d3542,201524,Stores,B,17.183,14.483,12.232
118d3542,201530,Online,B,17.183,14.483,12.232
118d3542,201539,Online,B,17.183,12.232,14.483
118d3542,201540,Online,B,17.183,14.483,12.232
118d3542,201546,Stores,A,19.209,12.863,10.558
118d3542,201546,Stores,B,17.183,12.232,10.432
118d3542,201551,Online,B,17.183,12.232,14.483
118d3542,201552,Online,B,17.183,14.483,10.432
1.19E+81,201522,Online,B,12.683,12.683,11.782
119b7330,201520,Stores,A,21.684,21.684,15.833
119b7330,201520,Stores,B,18.984,18.984,14.483
119b7330,201523,Stores,A,21.684,15.833,21.684
119b7330,201523,Stores,B,18.984,14.483,18.984
119b7330,201524,Online,B,18.984,18.984,16.733
119b7330,201524,Stores,A,21.684,21.684,15.833
119b7330,201524,Stores,B,18.984,18.984,14.483
119b7330,201526,Online,B,18.984,16.733,14.483
119b7330,201529,Online,B,18.984,14.483,16.733
119b7330,201530,Online,B,18.984,16.733,14.483
119b7330,201546,Stores,A,21.684,15.833,11.152
119b7330,201546,Stores,B,18.984,14.483,10.882
119b7330,201552,Online,B,18.984,14.483,10.882
11b01b95,201519,Stores,A,14.483,14.483,12.795
11b01b95,201519,Stores,B,13.583,13.583,12.232
11b01b95,201522,Online,B,13.583,13.583,12.232
11b01b95,201546,Stores,A,14.483,12.795,10.545
11b01b95,201546,Stores,B,13.583,12.232,10.432
11b5c697,201519,Online,B,14.033,14.033,12.007
11b5c697,201519,Stores,A,15.833,15.833,11.737
11b5c697,201519,Stores,B,14.483,14.483,11.332
11b5c697,201523,Stores,A,15.833,11.737,12.615
11b5c697,201523,Stores,B,14.483,11.332,12.007
11b5c697,201524,Online,B,14.483,12.007,11.332
11b5c697,201524,Stores,A,15.833,12.615,11.737
11b5c697,201524,Stores,B,14.483,12.007,11.332
11c8a8c3,201517,Stores,B,27.986,27.986,18.984
11c8a8c3,201518,Stores,A,33.387,33.387,21.684
11c8a8c3,201519,Online,B,27.986,27.986,18.984
11c8a8c3,201528,Online,B,27.986,18.984,15.383
11c8a8c3,201528,Stores,A,33.387,21.684,17.003
11c8a8c3,201528,Stores,B,27.986,18.984,15.383
11c9b749,201522,Online,B,17.183,17.183,14.483
11c9b749,201603,Online,B,17.183,14.483,12.232
11c9b749,201604,Online,B,17.183,12.232,13.583
11c9b749,201605,Online,B,17.183,13.583,12.232
11c9b749,201606,Online,B,17.183,12.232,13.583
11ca3ee1,201607,Online,B,13.583,13.583,12.232
11ca3ee1,201607,Stores,B,13.583,13.583,12.232
11ca3ee1,201609,Online,B,13.583,12.232,11.782
11ca3ee1,201609,Stores,B,13.583,12.232,11.782
11cabe8a,201524,Online,B,16.283,16.283,13.133
11cabe8a,201529,Stores,B,16.283,16.283,13.133
11cabe8a,201546,Stores,B,16.283,13.133,10.882
11cabe8a,201550,Online,B,16.283,13.133,10.882
11cabe8a,201551,Online,B,16.283,10.882,13.133
11cabe8a,201552,Online,B,16.283,13.133,10.882
11ce4880,201516,Online,B,15.383,15.383,13.133
11ce4880,201541,Online,B,15.383,13.133,15.383
11ce4880,201546,Online,B,15.383,15.383,10.882
11ce4880,201546,Stores,B,15.383,15.383,10.882
11ce4880,201552,Online,B,15.383,10.882,13.133
11ce4880,201601,Online,B,15.383,13.133,10.882
11d7645f,201606,Online,B,21.234,21.234,15.383
11d7645f,201606,Stores,A,24.61,24.61,17.296
11d7645f,201606,Stores,B,21.234,21.234,15.383
11d7ac5f,201607,Online,B,15.383,15.383,13.583
11d7ac5f,201607,Stores,A,16.958,16.958,14.631
11d7ac5f,201607,Stores,B,15.383,15.383,13.583
11d9d08f,201507,Stores,A,16.958,16.958,14.631
11d9d08f,201525,Stores,A,16.958,14.631,13.466
11dd2774,201526,Stores,A,11.67,11.67,11.107
11dd2774,201527,Stores,B,11.332,11.332,10.882
11dd2774,201528,Stores,A,11.67,11.107,10.261
11dd2774,201528,Stores,B,11.332,10.882,10.207
11ef5a48,201603,Online,B,24.385,24.385,18.984
11ef5a48,201607,Online,B,24.385,18.984,16.733
11f52f37,201607,Online,B,18.084,18.084,14.033
11f52f37,201607,Stores,A,20.334,20.334,15.158
11f52f37,201607,Stores,B,18.084,18.084,14.033
1205f22a,201519,Online,B,16.283,16.283,14.033
120d1b74,201607,Online,B,27.536,27.536,18.984
120d1b74,201607,Stores,A,32.712,32.712,21.639
120d1b74,201607,Stores,B,27.536,27.536,18.984
121af41c,201516,Online,B,18.084,18.084,14.033
121af41c,201519,Online,B,18.084,14.033,13.133
121af41c,201603,Online,B,18.084,13.133,12.457
121af41c,201604,Online,B,18.084,12.457,12.232
121af41c,201605,Online,B,18.084,12.232,12.457
121fb7e5,201606,Online,B,15.383,15.383,13.583
121fb7e5,201606,Stores,B,15.383,15.383,13.583
12293cea,201517,Stores,A,15.833,15.833,14.078
12293cea,201517,Stores,B,14.483,14.483,13.133
12293cea,201528,Stores,A,15.833,14.078,11.737
12293cea,201528,Stores,B,14.483,13.133,11.332
122cd18,201516,Online,B,21.234,21.234,15.383
122cd18,201521,Online,B,21.234,15.383,14.483
12326a06,201519,Online,B,11.332,11.332,10.657
12326a06,201519,Stores,B,11.332,11.332,10.432
12326a06,201546,Stores,B,11.332,10.432,10.207
124aa2d0,201604,Online,B,11.782,12.007,11.782
124aa2d0,201605,Online,B,12.007,11.782,12.007
124e498c,201517,Stores,A,18.084,18.084,14.033
124e498c,201517,Stores,B,16.283,16.283,13.133
124e498c,201519,Stores,A,18.084,14.033,12.872
124e498c,201519,Stores,B,16.283,13.133,12.232
124e498c,201522,Online,B,16.283,16.283,13.133
124e498c,201523,Stores,A,18.084,12.872,14.033
124e498c,201523,Stores,B,16.283,12.232,13.133
124e498c,201524,Online,B,16.283,13.133,12.232
124e498c,201524,Stores,A,18.084,14.033,12.872
124e498c,201524,Stores,B,16.283,13.133,12.232
124e498c,201546,Stores,A,18.084,12.872,10.558
124e498c,201546,Stores,B,16.283,12.232,10.432
124e498c,201609,Stores,A,18.084,10.558,10.27
124e498c,201609,Stores,B,16.283,10.432,10.207
125cd771,201517,Stores,A,13.358,13.358,12.232
125cd771,201517,Stores,B,12.683,12.683,11.782
125cd771,201519,Stores,A,13.358,12.232,11.107
125cd771,201519,Stores,B,12.683,11.782,10.882
125cd771,201546,Stores,A,13.358,11.107,10.261
125cd771,201546,Stores,B,12.683,10.882,10.207
12658bcc,201519,Stores,B,18.084,18.084,12.232
12658bcc,201523,Stores,B,18.084,12.232,14.033
12658bcc,201524,Online,B,18.084,18.084,12.232
12658bcc,201524,Stores,B,18.084,14.033,12.232
126d41d3,201607,Online,B,17.183,17.183,13.133
126d41d3,201607,Stores,A,19.209,19.209,14.015
126d41d3,201607,Stores,B,17.183,17.183,13.133
1283085f,201519,Online,B,12.683,12.683,11.332
1283085f,201519,Stores,A,13.358,13.358,11.67
1283085f,201519,Stores,B,12.683,12.683,11.332
12a4d930,201519,Stores,B,16.283,16.283,11.332
12a4d930,201521,Online,B,15.383,15.383,12.683
12a4d930,201522,Online,B,16.283,12.683,11.332
12a4d930,201523,Online,B,15.383,11.332,12.683
12a4d930,201523,Stores,B,16.283,11.332,12.683
12a4d930,201524,Online,B,16.283,12.683,11.332
12a4d930,201524,Stores,B,16.283,12.683,11.332
12b5b68,201519,Online,B,21.234,21.234,16.733
12bc0bae,201607,Stores,A,28.661,28.661,21.653
12bc0bae,201607,Stores,B,24.385,24.385,18.984
12ec7b5b,201521,Online,B,11.782,11.782,11.332
12ec7b5b,201522,Online,B,11.782,11.332,10.882
12ec7b5b,201523,Online,B,11.782,10.882,11.332
12ec7b5b,201525,Online,B,11.782,11.332,10.882
12f2a2e1,201519,Stores,B,17.183,17.183,13.583
12f2a2e1,201523,Stores,B,17.183,13.583,17.183
12f2a2e1,201524,Online,B,17.183,17.183,15.383
12f2a2e1,201524,Stores,B,17.183,17.183,13.583
12f2a2e1,201603,Online,B,17.183,15.383,12.232
12f55d28,201519,Stores,B,17.634,17.634,13.583
12f55d28,201523,Stores,B,17.634,13.583,17.634
12f55d28,201524,Stores,B,17.634,17.634,13.583
12fd042,201519,Stores,B,16.283,16.283,11.332
12fd042,201521,Online,B,16.283,16.283,11.332
12fd042,201522,Online,B,16.283,11.332,11.782
12fd042,201523,Stores,B,16.283,11.332,11.782
12fd042,201524,Stores,B,16.283,11.782,11.332
12fd042,201525,Online,B,16.283,11.782,11.332
13035b20,201519,Stores,A,12.232,12.232,11.386
13035b20,201519,Stores,B,11.782,11.782,11.107
13035b20,201521,Online,B,11.782,11.782,11.107
13035b20,201532,Stores,A,12.232,11.386,10.54
13035b20,201532,Stores,B,11.782,11.107,10.432
13035b20,201542,Online,B,11.782,11.107,10.432
1306b351,201505,Stores,B,22.585,22.585,21.234
1306b351,201506,Stores,A,26.185,26.185,24.61
1306b351,201512,Stores,A,26.185,24.61,18.759
1306b351,201512,Stores,B,22.585,21.234,16.733
1306b351,201514,Online,B,22.585,21.234,16.733
1306b351,201516,Online,B,21.234,16.733,21.234
1306b351,201516,Stores,A,24.61,18.759,15.833
1306b351,201516,Stores,B,21.234,16.733,14.483
1306b351,201519,Online,B,21.234,21.234,14.483
1306b351,201546,Stores,A,24.61,15.833,10.567
1306b351,201546,Stores,B,21.234,14.483,10.432
1314f157,201552,Online,B,15.383,15.383,13.133
1314f157,201552,Stores,A,16.958,16.958,14.051
1314f157,201552,Stores,B,15.383,15.383,13.133
1314f157,201609,Online,B,15.383,13.133,11.557
1314f157,201609,Stores,A,16.958,14.051,12.016
1314f157,201609,Stores,B,15.383,13.133,11.557
131879ab,201607,Online,B,15.383,15.383,12.683
131879ab,201607,Stores,A,16.958,16.958,13.47
131879ab,201607,Stores,B,15.383,15.383,12.683
1325c16b,201606,Online,B,15.383,15.383,12.683
1325c16b,201606,Stores,A,16.958,16.958,13.47
1325c16b,201606,Stores,B,15.383,15.383,12.683
133861b,201519,Stores,B,18.984,18.984,14.483
133861b,201523,Stores,B,18.984,14.483,18.984
133861b,201524,Stores,B,18.984,18.984,14.483
133861b,201532,Stores,B,18.984,14.483,11.782
1345a581,201517,Stores,A,19.209,19.209,14.595
1345a581,201517,Stores,B,17.183,17.183,13.583
1345a581,201519,Stores,A,19.209,14.595,12.863
1345a581,201519,Stores,B,17.183,13.583,12.232
1345a581,201523,Stores,A,19.209,12.863,14.595
1345a581,201523,Stores,B,17.183,12.232,13.583
1345a581,201524,Stores,A,19.209,14.595,12.863
1345a581,201524,Stores,B,17.183,13.583,12.232
135fc45e,201507,Stores,B,18.984,18.984,16.283
135fc45e,201508,Stores,B,18.984,16.283,14.483
135fc45e,201512,Stores,B,18.984,14.483,13.133
135fc45e,201546,Stores,B,18.984,13.133,10.882
139ca3f0,201607,Online,B,15.383,15.383,12.683
139ca3f0,201607,Stores,A,16.958,16.958,13.47
139ca3f0,201607,Stores,B,15.383,15.383,12.683
13a2f5ab,201539,Online,B,36.987,36.987,23.485
13a2f5ab,201552,Online,B,36.987,23.485,16.733
13ca6cc8,201519,Stores,A,15.158,15.158,11.701
13ca6cc8,201519,Stores,B,14.033,14.033,11.332
13ca6cc8,201521,Online,B,14.033,13.583,11.332
13ca6cc8,201523,Online,B,14.033,11.332,12.232
13ca6cc8,201523,Stores,A,15.158,11.701,12.854
13ca6cc8,201523,Stores,B,14.033,11.332,12.232
13ca6cc8,201524,Online,B,14.033,12.232,11.332
13ca6cc8,201524,Stores,A,15.158,12.854,11.701
13ca6cc8,201524,Stores,B,14.033,12.232,11.332
13ca6cc8,201527,Online,B,13.583,11.332,12.232
13ca6cc8,201528,Online,B,14.033,12.232,11.332
13ca6cc8,201531,Online,B,13.583,11.332,12.232
13ca6cc8,201532,Online,B,14.033,12.232,11.332
13ca6cc8,201537,Online,B,13.583,11.332,12.232
13ca6cc8,201538,Online,B,14.033,12.232,11.332
13ca6cc8,201546,Stores,A,15.158,11.701,10.266
13ca6cc8,201546,Stores,B,14.033,11.332,10.207
13cdd9a3,201552,Online,B,14.483,14.483,13.133
13cfcfea,201552,Online,B,13.583,13.583,11.782
13cfcfea,201552,Stores,A,14.483,14.483,12.232
13cfcfea,201552,Stores,B,13.583,13.583,11.782
13dbac02,201521,Online,B,18.084,18.084,15.383
13dbac02,201535,Online,B,18.084,15.383,13.133
13e01cb6,201607,Stores,B,12.232,12.232,11.107
13e5d7b,201503,Stores,A,14.033,14.033,13.358
13e5d7b,201519,Stores,A,13.358,13.358,11.125
13e5d7b,201523,Stores,A,14.033,11.125,11.697
13e5d7b,201524,Stores,A,13.358,11.697,11.125
13e5d7b,201546,Stores,A,13.358,11.125,10.266
13e95732,201546,Stores,B,18.084,18.084,17.183
13e95732,201603,Stores,B,18.084,17.183,14.483
13f99384,201606,Online,B,13.583,13.583,12.232
13f99384,201606,Stores,A,14.483,14.483,12.795
13f99384,201606,Stores,B,13.583,13.583,12.232
140622d,201604,Online,B,11.782,12.007,11.782
140622d,201605,Online,B,12.007,11.782,12.007
1406bd79,201519,Stores,B,15.383,15.383,12.683
1406bd79,201521,Online,B,15.383,15.383,13.583
1406bd79,201543,Online,B,15.383,13.583,12.683
1406bd79,201546,Stores,B,15.383,12.683,10.432
141416f7,201516,Online,B,11.557,11.557,10.882
141416f7,201516,Stores,A,12.007,12.007,11.139
141416f7,201516,Stores,B,11.557,11.557,10.882
141416f7,201546,Stores,A,12.007,11.139,10.27
141416f7,201546,Stores,B,11.557,10.882,10.207
14161154,201541,Online,B,16.733,17.183,16.733
14161154,201552,Online,B,16.733,16.733,13.133
14161154,201552,Stores,B,17.183,17.183,13.133
1418a2f9,201519,Stores,B,17.183,17.183,11.782
1418a2f9,201521,Online,B,16.283,16.283,13.133
1418a2f9,201523,Stores,B,17.183,11.782,13.133
1418a2f9,201524,Stores,B,17.183,13.133,11.782
1422d397,201607,Online,B,14.483,14.483,13.133
1426441a,201519,Online,B,14.033,14.033,12.232
1426441a,201519,Stores,A,15.833,15.833,11.737
1426441a,201519,Stores,B,14.483,14.483,11.332
1426441a,201544,Online,B,14.483,12.232,11.332
1426441a,201547,Online,B,14.033,11.332,12.232
1426441a,201548,Online,B,14.483,12.232,11.332
142ca0b5,201519,Online,B,12.007,12.007,11.107
142ca0b5,201519,Stores,A,12.457,12.457,11.355
142ca0b5,201519,Stores,B,12.007,12.007,11.107
142ecbdc,201526,Stores,A,11.67,11.67,10.824
142ecbdc,201526,Stores,B,11.332,11.332,10.657
142ecbdc,201546,Stores,A,11.67,10.824,10.261
142ecbdc,201546,Stores,B,11.332,10.657,10.207
143b6be,201519,Stores,B,16.283,16.283,13.133
143b6be,201521,Online,B,16.283,16.283,13.133
143b6be,201533,Stores,B,16.283,13.133,11.332
145235a3,201607,Online,B,14.483,14.483,12.232
145235a3,201607,Stores,A,15.833,15.833,12.908
145235a3,201607,Stores,B,14.483,14.483,12.232
145dee4c,201607,Stores,A,16.958,16.958,14.631
145dee4c,201607,Stores,B,15.383,15.383,13.583
14633b2d,201526,Stores,A,12.457,12.457,11.629
14633b2d,201526,Stores,B,12.007,12.007,11.332
14633b2d,201532,Stores,A,12.457,11.629,11.08
14633b2d,201532,Stores,B,12.007,11.332,10.882
14633b2d,201546,Stores,A,12.457,11.08,10.257
14633b2d,201546,Stores,B,12.007,10.882,10.207
1486ab7a,201526,Stores,A,13.358,13.358,11.737
1486ab7a,201526,Stores,B,12.683,12.683,11.332
1486ab7a,201532,Stores,A,13.358,11.737,10.567
1486ab7a,201532,Stores,B,12.683,11.332,10.432
1493ff3d,201519,Stores,A,14.033,14.033,11.715
1493ff3d,201519,Stores,B,13.133,13.133,11.332
1493ff3d,201523,Stores,A,14.033,11.715,14.033
1493ff3d,201523,Stores,B,13.133,11.332,13.133
1493ff3d,201524,Online,B,13.133,13.133,11.332
1493ff3d,201524,Stores,A,14.033,14.033,11.715
1493ff3d,201524,Stores,B,13.133,13.133,11.332
1493ff3d,201546,Stores,A,14.033,11.715,10.27
1493ff3d,201546,Stores,B,13.133,11.332,10.207
14a1495a,201519,Stores,B,32.486,32.486,16.733
14b731a3,201519,Stores,A,14.483,14.483,12.872
14b731a3,201519,Stores,B,13.583,13.583,12.232
14b731a3,201521,Online,B,13.133,13.133,12.232
14b731a3,201532,Stores,A,14.483,12.872,11.715
14b731a3,201532,Stores,B,13.583,12.232,11.332
14b731a3,201539,Online,B,13.583,12.232,11.332
14b731a3,201546,Stores,A,14.483,11.715,10.27
14b731a3,201546,Stores,B,13.583,11.332,10.207
14bbd7f9,201519,Online,B,13.583,13.583,12.457
